Product Catgory,Product tag,design house
"零錢包 (1),後背包 (5),化妝包/雜物包 (6),其他 (6),其他 (1)","
                        ,design, (19),handmade, (15),leather, (7),natural系列, (9),手作, (11),書套, (1),植鞣皮革, (2),皮夾, (1),皮革, (7),真皮, (1),錢包, (1),
                    ",atelier-roca
"項鍊/墜子 (7),戒指 (3),耳環 (12),手鍊/手環 (1)","
                        ,design, (12),handmade, (11),natural系列, (12),normcore, (11),可愛, (5),戒指, (4),手作, (17),月光石, (2),溫馨, (2),珍珠, (8),簡約, (22),設計, (20),
                    ",cloudbox
"褲子/下身 (女) (2),洋裝 (6),襯衫 (女) (1),上衣 (女) (1),連身褲 (5),吊帶褲 (2),其他 (2)","
                        ,design, (19),natural系列, (19),vintage, (19),
                    ",lalitasaboy
"其他 (3),肩背包/斜背包 (17),攝影作品 (1),其他 (1),家飾/擺飾 (3),其他 (3)","
                        ,bag, (17),design, (27),photobook, (2),snupped, (17),thriller, (14),tote, (1),印刷, (17),印刷插畫, (2),圍裙, (3),托特包, (3),插畫, (15),攝影, (4),時尚的另一側, (4),海報, (3),白熊, (1),網版, (6),設計, (15),設計發浪, (26),設計風鈴, (1),諸橋拓實, (21),諸橋拓實的滿漢全席, (27),電風扇, (1),風鈴, (4),
                    ",designsurfing
"香皂/精油/薰香 (7),家飾/擺飾 (12),其他 (1)","
                        ,交換禮物, (4),女友, (3),客製化禮物, (17),居家布置, (17),情人禮物, (14),手作, (12),男友, (8),結婚禮物, (3),設計, (7),
                    ",carver-zoo
"肩背包/斜背包 (1),手提包 (2),胸針 (1),時鐘/鬧鐘 (1),收納用品 (1)","
                        ,design, (5),diy, (6),handmade, (6),創意, (6),包, (3),化妝, (1),口金, (1),可愛, (2),喵星人, (1),夏日, (3),家居, (2),復古, (1),手作, (5),手工, (5),手工包, (3),手提包, (3),手繪, (1),收納, (2),斜背包, (2),時鐘, (1),海洋, (1),牆飾, (1),碎花, (1),禮物, (4),粉紅, (1),肩背包, (3),花, (1),藍色, (1),袋, (2),裝飾, (1),設計, (4),貓, (1),鐘, (1),飾物, (2),首飾, (1),龍貓, (1),
                    ",eleturtle
"手提包 (9),鑰匙圈/鑰匙包 (3),筆記本/手帳 (6),卡片/明信片 (19),貼紙 (5),紙膠帶 (12),印章 (13),獨立刊物 (3),其他 (3),杯墊 (4),陶器/陶飾 (1),時鐘/鬧鐘 (1),寵物床墊 (2),紙張材料 (1),包裝材料 (3),iPhone 週邊 (6),Android 週邊 (7)","
                        ,cat, (65),印章, (13),可愛, (87),台灣原創, (22),大衛畫貓, (93),床, (1),戀愛, (63),手工, (4),時鐘, (3),有贈品, (5),木作, (13),橡皮章, (12),櫻花, (41),禮物, (18),精緻, (3),純手做, (6),純手工, (7),紙膠帶, (17),聖誕節, (4),舒壓, (10),花之戀, (58),著色書, (10),貓, (85),貓咪, (77),貓床, (1),贈品, (4),鑰匙圈, (3),限量, (4),
                    ",davidandcats
"皮夾/錢包 (1),肩背包/斜背包 (4),晚宴包/手拿包 (1),相機包 (1),束口後背包 (1),平板/電腦保護套 (3)","
                        ,handmade, (6),natural系列, (5),保護套, (3),側肩包, (3),側背包, (2),公事包, (3),創意, (3),化妝包, (2),單肩包, (6),大包, (2),女包, (5),女裝包, (7),小包, (2),小袋子, (1),後背包, (1),復古, (7),手拿包, (1),手挽包, (3),手提包, (5),手提電腦包, (1),手袋, (3),拉鍊包, (1),收納包, (1),斜背包, (5),旅行包, (3),束口包, (2),束口竹後背包, (1),水松, (4),水松包, (5),水松布料, (8),皮包, (3),皮夾, (1),皮革, (7),相機, (1),相機包, (1),簡約, (7),索繩包, (1),背包, (1),軟木, (1),錢包, (1),零錢包, (1),電腦保護套, (3),電腦包, (2),電腦袋, (4),
                    ",risy
"零錢包 (7),束口後背包 (10),其他 (7),護照夾 (3),票夾/隨身夾 (1),筆記本/手帳 (11),卡片/明信片 (54),貼紙 (114),紙膠帶 (7),徽章/別針 (4),年曆 (14),其他 (5),杯墊 (11),咖啡杯/馬克杯 (6)","
                        ,101大樓, (1),85大樓, (2),blue, (1),bobtail, (1),line貼圖, (2),ragdoll, (1),shorthair, (1),不能穿的內褲, (5),丸子, (1),俄羅斯藍貓russian, (1),兔子, (3),內褲, (10),內褲零錢包, (7),冰淇淋, (1),博美狗, (1),卡片/明信片, (34),吉娃娃, (2),吸水杯墊, (14),哈士奇, (2),夏日, (2),外星人, (8),大象, (1),太陽, (1),安全帽貼紙, (68),少女, (6),布偶貓, (1),帥哥, (2),年曆, (2),彩虹, (2),後背包, (9),恐龍, (2),招財, (2),新年, (3),旅行, (3),日本短尾貓japanese, (1),書衣, (4),月曆, (16),束口包, (9),杯墊, (2),柯基, (15),柴犬, (16),波斯貓persian, (1),波曼貓birman, (1),漢堡, (1),熊貓, (3),牛頭梗, (2),狐狸狗, (2),狗, (35),猴子, (2),環遊世界, (1),生日, (1),異國短毛貓exotic, (1),童趣, (2),筆記本, (30),米格魯, (4),紀念印章, (7),紅包袋, (4),紙膠帶, (6),紙膠條, (1),緬甸貓burmese, (1),美國短毛貓american, (1),美女, (2),胖子, (1),胸針/胸章, (4),臘腸, (7),艾摩像, (3),英國短毛貓british, (1),薯條, (1),行事曆, (2),行李箱貼紙, (53),西施, (1),詩, (2),識別證拉繩, (1),護照套, (4),豬, (3),貓, (10),貓咪, (15),貓奴, (1),貓熊, (1),貴賓狗, (1),貼紙, (44),賀卡, (3),跳舞, (1),鑰匙包, (7),鑰匙圈, (5),長頸路, (1),長頸鹿, (1),防水, (81),防水貼紙, (109),陶瓷, (7),隨身, (6),雪納瑞, (3),雪鞋貓snowshoe, (1),馬來膜, (8),馬克杯, (6),馬爾濟斯, (1),高雄, (2),鬆獅狗, (1),黑白動物, (5),黑貓bombay, (1),
                    ",1212tw
"蛋糕 (1),甜派 (1)","
                        ,塔, (1),新鮮食材, (2),甜食, (2),香蕉, (1),
                    ",senlin
"項鍊/墜子 (3),耳環 (3),手鍊/手環 (3),淺碟/盤子/餐盤 (1),其他 (1)","
                        ,handmade, (11),vintage, (11),壓花, (3),客製化禮物, (11),復古, (11),手作, (11),手鏈, (3),押花, (11),森林系, (5),楓葉, (2),水彩, (2),滴膠, (9),玫瑰, (2),碟子, (2),禮物, (11),立方體, (2),紅葉, (2),耳環, (3),耳釘, (3),葉, (1),鐵塔, (1),項鍊, (3),首飾, (6),香港, (8),鹿, (3),
                    ",greenleafcat
"項鍊/墜子 (2),耳環 (1),手鍊/手環 (1),胸針 (1),童裝 (11),圍兜/領巾/配件 (21)","
                        ,natural系列, (1),ベビー　帽子, (1),布, (1),布　暖かい　プレゼント, (1),
                    ",dottocheck
"T 恤 (女) (8),上衣/T 恤 (男) (2),肩背包/斜背包 (1)","
                        ,bag, (1),tee, (10),tote, (1),t恤, (10),動物, (7),原創, (10),布袋, (1),繪畫, (2),貓, (11),
                    ",mcautumn
印章 (1),"
                        ,design, (1),handmade, (1),可愛, (1),手作, (1),手刻, (1),手工, (1),橡皮章, (1),設計, (1),限量款, (1),
                    ",igotlost
"肩背包/斜背包 (2),卡片/明信片 (1),童裝 (18)","
                        ,bag, (2),black, (1),blue, (3),control, (1),design, (21),faith, (2),gentleness, (2),goodness, (2),green, (3),lifepluscollection, (19),love, (20),orange, (2),peace, (2),pink, (4),postcard, (1),purple, (2),red, (3),self, (1),tee, (18),thefruitful9, (20),tote, (1),t恤, (17),yellow, (1),九果子, (21),創意, (21),友誼, (1),可愛, (21),和平, (2),問候, (1),小孩子, (18),帆布袋, (2),心靈, (1),愛, (3),斜背包, (2),明信片, (1),橙色, (2),治愈, (1),洋紅, (1),生活, (2),白色, (8),禮品, (20),禮物, (21),童裝, (18),粉紅, (5),紅色, (3),紫, (2),綠, (1),肩背包, (2),藍色, (2),設計, (21),關心, (1),限量款, (19),黃, (1),
                    ",thefruitful9
"T 恤 (女) (6),襪子 (2),上衣/T 恤 (男) (4),外套/大衣 (男) (1),肩背包/斜背包 (9),手提包 (8),零錢包 (4),晚宴包/手拿包 (4),化妝包/雜物包 (2),其他 (1),耳環 (1),胸針 (3),筆記本/手帳 (2),筆盒/筆袋 (1),卡片/明信片 (10),貼紙 (1),紙膠帶 (1),咖啡杯/馬克杯 (2),iPhone 週邊 (9)","
                        ,iphone, (9),oversize, (2),t-shirt, (1),v領, (1),五分袖, (2),保護殼, (9),刺繡, (9),口袋, (6),外套, (1),寬版, (2),布章, (7),手繪, (4),滿版, (4),獨一無二, (21),禪意, (3),童心, (25),給他, (37),給她, (20),耳環, (1),設計感, (51),詩意, (11),質樸, (4),造型, (31),鈕扣, (1),
                    ",bestfriend
"裙子 (13),褲子/下身 (女) (13),洋裝 (3),外套/大衣 (女) (36),針織衫/毛衣 (女) (18),襯衫 (女) (6),吊帶褲 (6),連帽外套/T 恤 (中性) (1),帽子 (3),眼鏡/太陽眼鏡 (16),腰帶 (2)","
                        ,/, (1),denim, (9),dress, (3),oversize, (54),vintage, (111),wool, (24),☌-下身/pants, (14),☌-外套/denim, (15),☌-大衣/overcoat, (9),☌-帽/hat, (3),☌-毛衫/sweater, (13),☌-毛衫外套/cardigan, (11),☌-目着/glasses, (16),☌-羽織/和服外套, (1),☌-裙子, (1),☌-裙子/dress, (4),☌-襯衫/shirt, (3),☌-連身裙褲/overalls, (6),中性, (90),古著, (106),復古, (116),橢圓, (4),特別, (108),真皮, (2),羊毛, (26),限量, (109),
                    ",river3water
"T 恤 (女) (3),上衣/T 恤 (男) (11),貼紙 (21),其他 (3)","
                        ,100%精梳棉(台灣遠東紡織), (12),100%精梳棉(美國棉), (1),新年, (3),禮物, (1),貼紙, (21),
                    ",buymood
"DIY 材料包 (3),紙張材料 (1)","
                        ,design, (4),handmade, (4),leather, (1),natural系列, (2),vintage, (2),創意, (3),可愛, (3),客製化禮物, (2),復古, (1),情人節, (1),手作, (4),手工, (4),手工皮革, (1),歐陸風格, (2),毛毛, (1),皮革, (1),禮品, (3),禮物, (4),簡約, (4),聖誕節, (2),設計, (4),限量款, (4),項鍊, (1),
                    ",foremind-design
"項鍊/墜子 (1),耳環 (1),手鍊/手環 (17)","
                        ,design, (18),handmade, (18),創意, (18),復古, (18),手作, (18),手工, (18),禮物, (18),設計, (18),限量款, (18),
                    ",frankness
"女鞋 (1),化妝包/雜物包 (4),其他 (6)","
                        ,pouch, (4),room, (7),room　shoes, (3),shoes, (7),靴　travel　living, (7),
                    ",murni
"iPhone 週邊 (32),Android 週邊 (3)","
                        ,design, (32),handmade, (11),iphne6+, (7),iphone6, (4),iphone6s, (4),iphone6s+, (4),創意, (33),原創, (12),手作, (11),手工, (11),禮品, (31),禮物, (25),設計, (34),限量款, (27),雙料設計, (7),
                    ",overdigi
"項鍊/墜子 (8),戒指 (4),耳環 (1),手鍊/手環 (11)","
                        ,復古, (13),戒指, (4),手工, (23),手鍊, (10),手鐲, (1),敲字, (6),耳環, (1),聖誕節, (1),設計, (23),鋯石, (5),項鍊, (8),黃銅, (24),
                    ",ntrail
iPhone 週邊 (23),"
                        ,可愛, (23),喜氣, (1),復古, (19),情人節, (1),手作, (23),新年, (1),日本先染布, (23),禮物, (1),羊年, (1),設計, (23),雙囍幸福紅, (1),
                    ",le-hanger
"皮夾/錢包 (4),肩背包/斜背包 (4),手提包 (7),零錢包 (2),後背包 (2),束口後背包 (1),其他 (2),鑰匙圈/鑰匙包 (3),其他 (2)","
                        ,coffee, (1),cover, (1),cozy, (1),cup, (1),design, (22),folding, (1),handmade, (23),holder, (1),leather, (23),natural系列, (23),outdoor, (1),stool, (1),vintage, (18),側背包, (1),創意, (11),卡片包, (1),卡片套, (1),名片包, (1),名片包design, (9),名片套, (1),外出旅遊, (1),小皮包, (1),小袋子, (1),小錢包, (2),後背包, (1),手作, (14),手工, (23),手工皮, (3),手工皮革, (20),手提包, (1),手提包、托特包、個性化, (1),手提包、皮革製品、皮革托特包, (1),托特包, (2),托特包、手提包, (1),摺凳, (1),斜背包, (1),旅行, (1),日系, (1),束繩袋, (1),杯套, (1),植鞣革, (1),皮包, (2),皮夾, (13),皮革, (17),短錢包, (2),禮物, (12),簡約, (19),背包, (3),設計, (19),證件套, (1),護照套, (1),這小錢包, (1),釣魚凳, (1),鈅匙包, (2),錢包, (14),錢夾, (1),鎖匙包, (1),鑰匙包, (2),限量款, (24),隔熱杯套, (1),雙肩包, (1),雙背包, (2),零錢包, (3),零錢包handmade, (10),電話套, (1),露營凳, (1),
                    ",minimaliste
髮飾 (39),"
                        ,優雅, (4),古典, (6),可愛, (8),學院, (6),復古, (1),手作, (38),文藝, (6),普普, (1),活力, (8),海軍, (6),甜心, (8),禮物, (2),陽光, (3),青春, (4),
                    ",rarapupu
"肩背包/斜背包 (2),手提包 (19)","
                        ,手工, (1),禮品, (1),禮物, (1),
                    ",miss-shagginess
"零錢包 (34),髮飾 (31),鑰匙圈/鑰匙包 (69),票夾/隨身夾 (63),口罩 (10),筆插/筆筒/筆套 (14),吊飾 (34),寢具 (12),其他 (9),其他 (4),iPhone 週邊 (1),Android 週邊 (28)","
                        ,中鑰匙包, (18),企鵝造型, (9),伸縮扣, (37),兔子造型, (30),動物筆套, (3),口罩, (10),吊飾, (33),大象造型, (12),大鑰匙包, (17),婚禮相關用品, (10),婚禮筆套, (9),小熊造型, (30),小筆筒, (2),小羊造型, (8),小豬造型, (11),小鏡子, (9),小鑰匙包, (34),小鴨造型, (10),帶路雞, (2),手機袋, (30),河童造型, (7),無尾熊造型, (7),熊貓造型, (10),牛造型, (9),狗狗造型, (45),猴子造型, (7),獅子造型, (10),眼罩, (12),老虎造型, (8),聖誕節, (1),草泥馬(羊駝)造型, (10),識別證&悠遊卡套, (25),貓咪造型, (17),貓頭鷹造型, (12),錢包, (34),長頸鹿造型, (10),雞造型, (14),青蛙造型, (9),馬造型, (1),髮束, (30),
                    ",littleprince
項鍊/墜子 (1),"
                        ,手作, (1),禮物, (1),設計, (1),限量款, (1),項鍊, (1),
                    ",artsays
Missing,Missing,luminant
Missing,Missing,hibarrys
"甜點 (1),手工餅乾 (2),水果乾 (22),乾貨 (1),巧克力 (3),其他 (1)","
                        ,伴手禮, (5),台灣, (20),堅果, (6),天然, (24),巧克力, (7),手作, (21),手工, (3),新年, (1),果乾, (19),水果, (7),生日, (2),禮盒, (6),紀念日, (2),聖誕節, (5),餅乾, (1),
                    ",88614food
"項鍊/墜子 (1),戒指 (9),耳環 (10),手鍊/手環 (3)","
                        ,animal, (1),bracelet, (3),cat, (1),christmas, (1),design, (22),dog, (1),earring, (7),frenchbulldog, (1),fruit, (2),galaxy, (4),handmade, (20),natural系列, (2),oval, (1),reindeer, (1),ring, (7),santacluse, (1),zodiac, (1),
                    ",khreem1211
"零錢包 (2),相機包 (3),其他 (1),鑰匙圈/鑰匙包 (12),護照夾 (1),名片夾 (2),票夾/隨身夾 (4),iPhone 週邊 (3),Android 週邊 (1),相機背帶/手機背帶 (9),平板/電腦保護套 (2),相機 (1)","
                        ,13吋, (1),9.7吋, (1),butterfly2, (1),ipad2, (1),ipone6, (2),ipone6+, (1),ipone6s, (1),led, (2),note4, (1),one(m8), (1),s5, (1),z3, (1),名片夾, (2),帆布, (5),平板套, (1),復古, (3),手機包, (1),手機皮套, (4),手機背殼, (1),旅行, (9),毛氈套, (1),皮革, (41),相機包, (3),相機底座, (1),相機手腕繩, (3),相機背帶, (6),票夾, (2),簡約, (26),肩背包, (1),腰掛包, (1),英倫, (4),行李吊牌, (2),設計, (34),證件套, (2),護照夾, (1),鑰匙圈, (12),防撥水, (5),零錢包, (1),零錢鑰匙包, (1),電腦包, (1),
                    ",martinduke
"童裝 (40),圍兜/領巾/配件 (1)","
                        ,landoflooms, (6),littlecocoabean, (6),sapling, (29),全身夾衣, (3),包屁衣, (8),包屁褲, (1),夾衣, (12),嬰兒服, (34),嬰兒被, (1),有機棉, (41),澳洲, (16),短袖夾衣, (8),童裝, (7),美國, (12),背心夾衣, (2),背心連身衣, (1),長袖夾衣, (3),長袖衫, (4),長褲, (13),
                    ",tinytinyone
"皮夾/錢包 (1),鑰匙圈/鑰匙包 (2),其他 (4),其他 (5)","
                        ,leather, (11),客製化禮物, (11),情人節, (5),手作, (11),手工皮革, (12),禮物, (9),聖誕節, (3),設計, (10),
                    ",monworkshop
"戒指 (2),耳環 (8),手鍊/手環 (14),卡片/明信片 (9),貼紙 (6)","
                        ,camp, (1),canoe, (2),card, (2),cuttlefish, (1),design, (8),fish, (1),forest, (1),friendship, (4),handcraft, (1),handmade, (10),hongkong, (1),illustration, (1),jellyfish, (1),kayak, (3),lighthouse, (1),natural系列, (11),nature, (3),ocean, (5),octopus, (2),post, (1),postcard, (3),proof, (1),pufferfish, (1),saltwater, (1),sea, (4),squid, (1),sticker, (2),tent, (1),travel, (1),underwater, (1),water, (1),watercolor, (1),whatsapp, (1),wood, (1),一家, (1),仿真, (6),八爪魚, (3),刺泡, (3),創意, (10),動物園, (1),包, (8),卡西火, (1),叉燒包, (2),友情, (7),友誼, (6),可愛, (8),同學, (2),哈爾, (1),塔門, (1),墨魚, (1),夜, (1),夜光, (3),夢想, (1),奇美, (3),客製, (5),客製化, (1),宮崎駿, (1),小籠包, (1),小草, (1),山, (2),山林, (3),山藝, (2),山藝女生, (4),微縮, (6),微縮模型, (6),情人節, (3),惡魔, (1),感謝, (4),戶外生活, (6),手作, (9),手工, (8),手帳, (1),手環, (5),手繪, (14),手鏈, (8),提子, (1),插畫, (10),插畫手鏈, (2),敬師, (1),文青, (2),旅程, (8),旅行, (2),明信片, (1),星, (1),晚, (1),暖, (1),月, (1),月出, (1),朋友, (2),木, (1),林, (1),果仁, (1),柚子, (1),格子, (1),條紋, (1),森, (1),森女, (4),森林, (2),森林系, (1),樹, (1),樹脂, (6),水上人, (4),水上活動, (7),水彩, (2),水母, (3),流星, (1),浪, (3),海, (14),海岸, (7),海底, (2),海星, (1),海洋, (15),海洋生物, (3),海浪, (2),海膽, (2),海邊, (5),海鳥, (1),海鷗, (1),深紅, (1),漁民, (2),潛水, (1),火, (1),火紅, (1),熊貓, (1),燈塔, (6),牛油, (2),獨木舟, (4),班, (1),甜包, (2),生日, (7),畫, (6),異地戀, (1),白, (1),皮划艇, (2),禮物, (7),章魚, (3),簡樸, (1),簡約, (1),紅, (1),純白, (1),素描, (1),綠, (2),羽毛, (1),耳環, (2),聖誕, (1),聖誕咭, (1),聖誕節, (1),自然, (2),茶果, (1),茶點, (4),藍, (1),蝦餃, (1),表白, (1),角箱魨, (2),設計, (9),貼紙, (5),路痴, (2),野人, (1),釣魚, (2),間, (1),防水, (8),限量款, (7),雞泡, (1),雞泡魚, (3),雨水, (1),雲, (1),雲朵, (1),露營, (4),青洲, (1),香港, (5),魚, (2),魷魚, (1),鳥, (1),麥, (1),麵包, (1),黃, (1),黃箱魨, (3),黑白, (1),
                    ",leungkeimei
"肩背包/斜背包 (2),手提包 (1),零錢包 (2),化妝包/雜物包 (2),耳環 (1),髮飾 (1),胸針 (1),吊飾 (2),其他 (2)","
                        ,handmade, (13),handmade　natural系列, (6),linen, (7),natural系列, (12),京都, (8),手作, (14),
                    ",spica-g
"項鍊/墜子 (1),手鍊/手環 (1),鑰匙圈/鑰匙包 (7),畫作 (1),項圈/鍊子/吊牌 (2),個人畫像 (3),客製娃娃 (4),其他 (1)","
                        ,design, (19),handmade, (20),natural系列, (19),多元成家, (1),婚姻平權, (1),客製化禮物, (20),手作, (20),手工, (20),禮物, (20),設計, (19),
                    ",kabeehandmade
"項鍊/墜子 (8),戒指 (4),耳環 (2),手鍊/手環 (6),胸針 (3),貼紙 (1),吊飾 (11),其他 (3),項圈/鍊子/吊牌 (2),耳機/耳機週邊 (4)","
                        ,304, (1),316, (1),bow, (1),cat, (1),flower, (2),giraffe, (1),handmade, (18),hedgehog, (2),necklace, (2),pet, (1),pinkoi, (7),ribbon, (1),vintage, (9),zakka, (12),下午茶, (4),不鏽鋼, (1),中性, (2),乾燥花, (1),兔子, (5),別針, (3),別飾, (2),刺蝟, (2),刺蝟戒指, (1),刺蝟項鍊, (1),動物, (17),卡蘿妃, (10),古銅, (6),台灣, (1),吊飾, (15),咖啡, (3),喵, (6),喵星人, (4),夏天, (2),大理石, (1),天然珍珠, (1),天然石, (5),寵物, (2),寵物項圈, (2),寵物飾品, (1),彩虹, (3),復古, (5),愛心, (3),戒指, (4),手作, (8),手作吊飾, (2),手作飾品, (23),手工吊飾, (15),手工飾品, (9),手扎, (3),手環, (6),手練, (2),手鍊, (5),手鏈, (6),捷克珠, (3),掛飾, (2),文具, (4),文青, (4),星球, (1),時光, (3),書本, (1),書簽, (4),書籤, (4),松果, (1),果實, (2),條紋, (1),森女, (23),森林, (8),森林系, (28),植物, (5),樹, (2),樹脂花, (3),檸檬黃, (1),歐法式, (5),水晶, (1),沙發, (1),浪漫, (9),海洋, (2),海螺, (1),海軍風, (2),淡水珍珠, (1),灰色, (1),熊, (1),犬, (1),狗, (1),狗項圈, (1),玉石, (3),玫瑰, (4),珍珠, (6),瑪瑙, (1),甜點, (1),男, (2),療癒, (2),白色, (4),白鋼, (1),皇冠, (1),皮手環, (1),皮革, (2),相框, (1),簡約, (2),糖果, (2),約會, (2),紫水晶, (1),綠色, (1),維納斯, (1),耳夾, (1),耳機塞, (14),耳環, (2),耳針, (1),耳飾, (1),胸章, (3),胸針, (3),自然, (5),船錨, (2),花園, (4),花朵, (13),菇, (1),葉子, (4),蕾絲, (6),薔薇, (4),藍白, (1),蘇格蘭, (1),蝴蝶, (5),蝴蝶結, (1),褐色, (3),貓, (5),貓咪, (6),貓咪項鍊, (3),貓奴, (6),貓星人, (4),貓項圈, (1),貝殼, (1),鄉村, (5),金色, (3),鈕扣, (1),鈴鐺, (2),鑰匙圈, (1),長頸鹿, (2),開學, (4),防塵塞, (14),項圈, (1),項鍊, (6),飾品, (9),馬, (2),馬卡龍, (2),骷髏, (1),鳥, (1),黃銅, (1),黑色, (2),點心, (1),
                    ",carrotsfactory
"洋裝 (1),外套/大衣 (女) (3),針織衫/毛衣 (女) (2),襯衫 (女) (3),上衣 (女) (1),女鞋 (1),項鍊/墜子 (4),戒指 (5),耳環 (8)","
                        ,古著, (11),洋裝, (1),
                    ",ilakoa
其他 (5),"
                        ,創意, (5),可愛, (5),客製化禮物, (5),情人節, (5),禮品, (5),禮物, (5),設計, (5),
                    ",collection-shop
"皮夾/錢包 (5),肩背包/斜背包 (23),手提包 (1),晚宴包/手拿包 (4),後背包 (3),化妝包/雜物包 (4),其他 (1),筆盒/筆袋 (3),平板/電腦保護套 (1)","
                        ,a4, (4),chez, (1),ipad, (4),mini, (2),pe, (1),七吋, (5),十吋, (3),台灣製造, (35),台灣設計, (10),夏天, (2),大容量, (3),小旅行, (6),平板, (7),後背包, (2),手拿, (9),手機, (3),手機包, (2),提袋, (1),收納, (10),文具, (3),方圓系列, (9),旅行, (7),獨家設計, (5),獨家設計後背包, (1),相機包, (3),禮物, (2),肩背, (6),肩背包, (13),萬用包, (3),透明感, (1),長夾, (5),限量, (1),雜誌, (2),麂皮絨, (4),
                    ",chez
"筆記本/手帳 (5),個人畫像 (1),其他 (1)","
                        ,design, (7),人像畫, (1),來圖訂製, (1),創意, (7),可愛, (6),噴畫, (1),情人節, (6),情侶, (6),文具, (5),日韓, (6),版畫, (1),獨一無二, (6),生日, (6),禮物, (7),筆記本, (3),簡約, (6),設計, (6),開學, (5),限量款, (5),韓風, (5),
                    ",1960sss
"裙子 (16),褲子/下身 (女) (9),洋裝 (22),外套/大衣 (女) (11),針織衫/毛衣 (女) (1),襯衫 (女) (6),上衣 (女) (5),罩衫 (10),針織衫/毛衣 (中性) (1)","
                        ,black, (18),blouse, (17),blue, (3),casual, (38),coat, (6),collar, (8),cotton, (14),crepe, (4),crop-top, (2),culottes, (1),cupro, (3),design, (75),dress, (22),ecologic, (5),felt, (29),grey, (25),jacket, (5),lapels, (3),leather, (5),light, (6),metallic, (11),midi, (6),mini, (8),mint, (3),nude, (3),office, (28),organza, (3),overlap, (5),pants, (8),party, (22),pastel, (9),pencil, (3),pleated, (2),pockets, (13),print, (14),relaxed, (30),sheer, (17),shirt, (7),shorts, (2),silk, (1),skirt, (17),sport, (5),summer, (30),sweatshirt, (1),symbol, (11),texture, (20),top, (5),trousers, (7),veil, (4),velvet, (1),vest, (2),white, (10),wide, (5),woman, (58),wool, (9),
                    ",pulse
